"No.","Time","Source","Destination","Protocol","Length","Info"
"609","22.208352","192.168.2.103","157.240.26.49","TCP","158","1551  >  443 [SYN] Seq=0 Win=64480 Len=0 MSS=1460 WS=256 SACK_PERM"
"611","22.240369","157.240.26.49","192.168.2.103","TCP","158","443  >  1551 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1392 SACK_PERM WS=256"
"615","22.240876","192.168.2.103","157.240.26.49","TCP","146","1551  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"619","22.241347","192.168.2.103","157.240.26.49","TLSv1.3","664","Client Hello (SNI=graph.oculus.com)"
"621","22.241365","192.168.2.1","192.168.2.103","DNS","219","Standard query response 0xe820 A graph.oculus.com CNAME oculus.c10r.facebook.com A 157.240.26.49"
"624","22.254350","157.240.26.49","192.168.2.103","TCP","146","443  >  1551 [ACK] Seq=1 Ack=519 Win=66816 Len=0"
"626","22.254609","157.240.26.49","192.168.2.103","TLSv1.3","358","Server Hello, Change Cipher Spec, Application Data"
"630","22.255387","192.168.2.103","157.240.26.49","TLSv1.3","218","Change Cipher Spec, Application Data"
"631","22.255393","192.168.2.103","157.240.26.49","TLSv1.3","240","Application Data"
"635","22.255788","192.168.2.103","157.240.26.49","TLSv1.3","498","Application Data"
"638","22.256127","192.168.2.103","157.240.26.49","TCP","498","[TCP Retransmission] 1551  >  443 [PSH, ACK] Seq=669 Ack=213 Win=65280 Len=352"
"640","22.263631","157.240.26.49","192.168.2.103","TCP","146","443  >  1551 [ACK] Seq=213 Ack=669 Win=66816 Len=0"
"644","22.264007","192.168.2.103","157.240.26.49","TCP","158","1552  >  443 [SYN] Seq=0 Win=64480 Len=0 MSS=1460 WS=256 SACK_PERM"
"647","22.264340","192.168.2.103","157.240.26.49","TCP","158","[TCP Retransmission] 1552  >  443 [SYN] Seq=0 Win=64480 Len=0 MSS=1460 WS=256 SACK_PERM"
"649","22.264597","157.240.26.49","192.168.2.103","TLSv1.3","315","Application Data"
"651","22.264986","157.240.26.49","192.168.2.103","TLSv1.3","220","Application Data"
"653","22.265614","157.240.26.49","192.168.2.103","TLSv1.3","190","Application Data"
"657","22.265983","192.168.2.103","157.240.26.49","TCP","154","1551  >  443 [ACK] Seq=1021 Ack=456 Win=65024 Len=0"
"658","22.265987","192.168.2.103","157.240.26.49","TLSv1.3","185","Application Data"
"660","22.273805","157.240.26.49","192.168.2.103","TCP","158","443  >  1552 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1392 SACK_PERM WS=256"
"664","22.274572","192.168.2.103","157.240.26.49","TCP","154","1552  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"665","22.274577","192.168.2.103","157.240.26.49","TLSv1.3","899","Client Hello (SNI=graph.oculus.com)"
"668","22.275111","192.168.2.103","157.240.26.49","TCP","154","1552  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"669","22.275116","192.168.2.103","157.240.26.49","TCP","899","[TCP Retransmission] 1552  >  443 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=745"
"672","22.275938","192.168.2.103","157.240.26.49","TCP","154","1552  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"673","22.275942","192.168.2.103","157.240.26.49","TCP","899","[TCP Retransmission] 1552  >  443 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=745"
"675","22.286388","157.240.26.49","192.168.2.103","TCP","146","443  >  1552 [ACK] Seq=1 Ack=746 Win=67072 Len=0"
"677","22.287891","157.240.26.49","192.168.2.103","TLSv1.3","903","Server Hello, Change Cipher Spec, Application Data"
"681","22.294392","192.168.2.103","157.240.26.49","TLSv1.3","218","Change Cipher Spec, Application Data"
"682","22.294396","192.168.2.103","157.240.26.49","TLSv1.3","246","Application Data"
"683","22.294401","192.168.2.103","157.240.26.49","TLSv1.3","544","Application Data"
"684","22.294404","192.168.2.103","157.240.26.49","TLSv1.3","526","Application Data"
"687","22.295042","192.168.2.103","157.240.26.49","TCP","218","[TCP Retransmission] 1552  >  443 [PSH, ACK] Seq=746 Ack=758 Win=64768 Len=64"
"688","22.295046","192.168.2.103","157.240.26.49","TCP","246","[TCP Retransmission] 1552  >  443 [PSH, ACK] Seq=810 Ack=758 Win=64768 Len=92"
"694","22.295936","192.168.2.103","157.240.26.49","TCP","218","[TCP Retransmission] 1552  >  443 [PSH, ACK] Seq=746 Ack=758 Win=64768 Len=64"
"695","22.295940","192.168.2.103","157.240.26.49","TCP","246","[TCP Retransmission] 1552  >  443 [PSH, ACK] Seq=810 Ack=758 Win=64768 Len=92"
"696","22.295945","192.168.2.103","157.240.26.49","TCP","544","[TCP Retransmission] 1552  >  443 [PSH, ACK] Seq=902 Ack=758 Win=64768 Len=390"
"697","22.295948","192.168.2.103","157.240.26.49","TCP","526","[TCP Retransmission] 1552  >  443 [PSH, ACK] Seq=1292 Ack=758 Win=64768 Len=372"
"701","22.296385","192.168.2.103","157.240.26.49","TCP","536","[TCP Retransmission] 1552  >  443 [PSH, ACK] Seq=902 Ack=758 Win=64768 Len=390"
"703","22.303631","157.240.26.49","192.168.2.103","TCP","146","443  >  1552 [ACK] Seq=758 Ack=902 Win=67072 Len=0"
"705","22.304107","157.240.26.49","192.168.2.103","TLSv1.3","315","Application Data"
"707","22.304516","157.240.26.49","192.168.2.103","TLSv1.3","228","Application Data"
"708","22.304521","157.240.26.49","192.168.2.103","TLSv1.3","185","Application Data"
"712","22.305055","192.168.2.103","157.240.26.49","TCP","154","1552  >  443 [ACK] Seq=1664 Ack=1032 Win=64512 Len=0"
"713","22.305060","192.168.2.103","157.240.26.49","TLSv1.3","185","Application Data"
"716","22.305461","192.168.2.103","157.240.26.49","TCP","154","1552  >  443 [ACK] Seq=1664 Ack=1032 Win=64512 Len=0"
"717","22.305465","192.168.2.103","157.240.26.49","TCP","185","[TCP Retransmission] 1552  >  443 [PSH, ACK] Seq=1664 Ack=1032 Win=64512 Len=31"
"719","22.305577","157.240.26.49","192.168.2.103","TCP","146","443  >  1552 [ACK] Seq=1032 Ack=1664 Win=70144 Len=0"
"721","22.305985","157.240.26.49","192.168.2.103","TLSv1.3","181","Application Data"
"725","22.308825","192.168.2.103","157.240.26.49","TCP","146","1551  >  443 [ACK] Seq=1052 Ack=500 Win=65024 Len=0"
"727","22.314650","157.240.26.49","192.168.2.103","TCP","146","443  >  1551 [ACK] Seq=500 Ack=1052 Win=67840 Len=0"
"730","22.355245","157.240.26.49","192.168.2.103","TCP","146","443  >  1552 [ACK] Seq=1067 Ack=1695 Win=70144 Len=0"
"733","22.355906","192.168.2.103","157.240.26.49","TCP","146","1552  >  443 [ACK] Seq=1695 Ack=1067 Win=64512 Len=0"
"734","22.356275","157.240.26.49","192.168.2.103","TCP","146","[TCP Dup ACK 730#1] 443  >  1552 [ACK] Seq=1067 Ack=1695 Win=70144 Len=0"
"738","22.356814","192.168.2.103","157.240.26.49","TCP","146","[TCP Dup ACK 733#1] 1552  >  443 [ACK] Seq=1695 Ack=1067 Win=64512 Len=0"
"742","22.369695","192.168.2.103","157.240.26.49","TCP","217","[TCP Retransmission] 1346  >  443 [FIN, PSH, ACK] Seq=1 Ack=1 Win=251 Len=71"
"744","22.372667","157.240.26.49","192.168.2.103","TLSv1.3","657","Application Data"
"746","22.372914","157.240.26.49","192.168.2.103","TLSv1.3","231","Application Data"
"750","22.373757","192.168.2.103","157.240.26.49","TCP","146","1552  >  443 [ACK] Seq=1695 Ack=1663 Win=65536 Len=0"
"755","22.606173","157.240.26.49","192.168.2.103","TLSv1.3","700","Application Data"
"757","22.606192","157.240.26.49","192.168.2.103","TLSv1.3","250","Application Data"
"762","22.607773","192.168.2.103","157.240.26.49","TCP","146","1551  >  443 [ACK] Seq=1052 Ack=1158 Win=64512 Len=0"
"765","22.608174","192.168.2.103","157.240.26.49","TCP","146","[TCP Dup ACK 762#1] 1551  >  443 [ACK] Seq=1052 Ack=1158 Win=64512 Len=0"
"769","22.679007","192.168.2.103","157.240.26.49","TCP","217","[TCP Retransmission] 1346  >  443 [FIN, PSH, ACK] Seq=1 Ack=1 Win=251 Len=71"
"779","23.287938","192.168.2.103","157.240.26.49","TCP","217","[TCP Retransmission] 1346  >  443 [FIN, PSH, ACK] Seq=1 Ack=1 Win=251 Len=71"
"790","23.764856","192.168.2.103","192.168.2.1","DNS","173","Standard query 0x3220 A static.nvidiagrid.net"
"792","23.828063","192.168.2.1","192.168.2.103","DNS","286","Standard query response 0x3220 A static.nvidiagrid.net CNAME static.nvidiagrid.net.edgekey.net CNAME e28142.dscg.akamaiedge.net A 23.192.220.16 A 23.192.220.4"
"798","23.829814","192.168.2.103","23.192.220.16","TCP","158","1553  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"800","23.839784","23.192.220.16","192.168.2.103","TCP","158","443  >  1553 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1384 SACK_PERM WS=128"
"804","23.840331","192.168.2.103","23.192.220.16","TCP","146","1553  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"808","23.840764","192.168.2.103","23.192.220.16","TCP","146","[TCP Dup ACK 804#1] 1553  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"814","23.841396","192.168.2.103","23.192.220.16","TLSv1.3","767","Client Hello (SNI=static.nvidiagrid.net)"
"817","23.852614","23.192.220.16","192.168.2.103","TCP","146","443  >  1553 [ACK] Seq=1 Ack=622 Win=64128 Len=0"
"819","23.853055","23.192.220.16","192.168.2.103","TLSv1.3","410","Server Hello, Change Cipher Spec, Application Data, Application Data"
"824","23.864133","192.168.2.103","23.192.220.16","TLSv1.3","234","Change Cipher Spec, Application Data"
"825","23.864138","192.168.2.103","23.192.220.16","TLSv1.3","240","Application Data"
"826","23.864143","192.168.2.103","23.192.220.16","TLSv1.3","429","Application Data"
"827","23.864148","192.168.2.103","23.192.220.16","TLSv1.3","218","Application Data"
"830","23.873044","23.192.220.16","192.168.2.103","TCP","146","443  >  1553 [ACK] Seq=265 Ack=702 Win=64128 Len=0"
"832","23.873773","23.192.220.16","192.168.2.103","TLSv1.3","441","Application Data"
"833","23.873781","23.192.220.16","192.168.2.103","TCP","154","443  >  1553 [ACK] Seq=552 Ack=788 Win=64128 Len=0"
"834","23.873788","23.192.220.16","192.168.2.103","TCP","154","443  >  1553 [ACK] Seq=552 Ack=1063 Win=64128 Len=0"
"835","23.873793","23.192.220.16","192.168.2.103","TCP","154","443  >  1553 [ACK] Seq=552 Ack=1127 Win=64128 Len=0"
"837","23.874695","23.192.220.16","192.168.2.103","TLSv1.3","215","Application Data"
"838","23.874720","23.192.220.16","192.168.2.103","TLSv1.3","185","Application Data"
"839","23.874725","23.192.220.16","192.168.2.103","TLSv1.3","414","Application Data"
"843","23.875678","23.192.220.16","192.168.2.103","TCP","215","[TCP Retransmission] 443  >  1553 [PSH, ACK] Seq=552 Ack=1127 Win=64128 Len=61"
"844","23.875684","23.192.220.16","192.168.2.103","TCP","185","[TCP Retransmission] 443  >  1553 [PSH, ACK] Seq=613 Ack=1127 Win=64128 Len=31"
"845","23.875698","23.192.220.16","192.168.2.103","TCP","414","[TCP Retransmission] 443  >  1553 [PSH, ACK] Seq=644 Ack=1127 Win=64128 Len=260"
"847","23.877456","23.192.220.16","192.168.2.103","TCP","1394","443  >  1553 [ACK] Seq=904 Ack=1127 Win=64128 Len=1240 [TCP PDU reassembled in 886]"
"850","23.877477","23.192.220.16","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1553 [ACK] Seq=4624 Ack=1127 Win=64128 Len=1240 [TCP PDU reassembled in 886]"
"851","23.877481","23.192.220.16","192.168.2.103","TCP","1394","443  >  1553 [ACK] Seq=5864 Ack=1127 Win=64128 Len=1240 [TCP PDU reassembled in 886]"
"855","23.878943","23.192.220.16","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1553 [ACK] Seq=904 Ack=1127 Win=64128 Len=1240"
"856","23.878953","23.192.220.16","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1553 [ACK] Seq=2144 Ack=1127 Win=64128 Len=1240 [TCP PDU reassembled in 886]"
"857","23.878960","23.192.220.16","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1553 [PSH, ACK] Seq=3384 Ack=1127 Win=64128 Len=1240 [TCP PDU reassembled in 886]"
"858","23.878964","23.192.220.16","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1553 [ACK] Seq=4624 Ack=1127 Win=64128 Len=1240 [TCP PDU reassembled in 886]"
"859","23.878968","23.192.220.16","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1553 [ACK] Seq=5864 Ack=1127 Win=64128 Len=1240 [TCP PDU reassembled in 886]"
"860","23.878971","23.192.220.16","192.168.2.103","TCP","1394","443  >  1553 [PSH, ACK] Seq=7104 Ack=1127 Win=64128 Len=1240 [TCP PDU reassembled in 886]"
"861","23.878975","23.192.220.16","192.168.2.103","TCP","1394","443  >  1553 [ACK] Seq=8344 Ack=1127 Win=64128 Len=1240 [TCP PDU reassembled in 886]"
"862","23.878978","23.192.220.16","192.168.2.103","TCP","1394","443  >  1553 [ACK] Seq=9584 Ack=1127 Win=64128 Len=1240 [TCP PDU reassembled in 886]"
"866","23.879202","192.168.2.103","23.192.220.16","TCP","154","1553  >  443 [ACK] Seq=1127 Ack=904 Win=65280 Len=0"
"867","23.879214","192.168.2.103","23.192.220.16","TLSv1.3","185","Application Data"
"868","23.879218","192.168.2.103","23.192.220.16","TCP","154","1553  >  443 [ACK] Seq=1158 Ack=2144 Win=66304 Len=0"
"870","23.879996","23.192.220.16","192.168.2.103","TCP","1394","443  >  1553 [PSH, ACK] Seq=10824 Ack=1127 Win=64128 Len=1240 [TCP PDU reassembled in 886]"
"871","23.880004","23.192.220.16","192.168.2.103","TCP","1394","443  >  1553 [ACK] Seq=12064 Ack=1127 Win=64128 Len=1240 [TCP PDU reassembled in 886]"
"872","23.880011","23.192.220.16","192.168.2.103","TCP","1394","443  >  1553 [ACK] Seq=13304 Ack=1127 Win=64128 Len=1240 [TCP PDU reassembled in 886]"
"873","23.880015","23.192.220.16","192.168.2.103","TCP","1394","443  >  1553 [PSH, ACK] Seq=14544 Ack=1127 Win=64128 Len=1240 [TCP PDU reassembled in 886]"
"877","23.880232","192.168.2.103","23.192.220.16","TCP","146","1553  >  443 [ACK] Seq=1158 Ack=10824 Win=66304 Len=0"
"881","23.880590","192.168.2.103","23.192.220.16","TCP","146","1553  >  443 [ACK] Seq=1158 Ack=15784 Win=66304 Len=0"
"884","23.887831","23.192.220.16","192.168.2.103","TCP","1386","443  >  1553 [ACK] Seq=15784 Ack=1127 Win=64128 Len=1240 [TCP PDU reassembled in 886]"
"886","23.893278","23.192.220.16","192.168.2.103","TLSv1.3","1394","Application Data, Application Data"
"887","23.893287","23.192.220.16","192.168.2.103","TCP","1394","443  >  1553 [PSH, ACK] Seq=18264 Ack=1127 Win=64128 Len=1240 [TCP PDU reassembled in 945]"
"888","23.893291","23.192.220.16","192.168.2.103","TCP","1394","443  >  1553 [ACK] Seq=19504 Ack=1127 Win=64128 Len=1240 [TCP PDU reassembled in 945]"
"889","23.893295","23.192.220.16","192.168.2.103","TCP","1394","443  >  1553 [ACK] Seq=20744 Ack=1127 Win=64128 Len=1240 [TCP PDU reassembled in 945]"
"893","23.893827","192.168.2.103","23.192.220.16","TCP","146","1553  >  443 [ACK] Seq=1158 Ack=19504 Win=66304 Len=0"
"895","23.896978","23.192.220.16","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1553 [ACK] Seq=19504 Ack=1127 Win=64128 Len=1240 [TCP PDU reassembled in 945]"
"896","23.896991","23.192.220.16","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1553 [ACK] Seq=20744 Ack=1127 Win=64128 Len=1240 [TCP PDU reassembled in 945]"
"905","23.898132","192.168.2.103","23.192.220.16","TCP","146","1553  >  443 [ACK] Seq=1158 Ack=21984 Win=66304 Len=0"
"907","23.899190","23.192.220.16","192.168.2.103","TLSv1.3","1394","[TCP Previous segment not captured] , Continuation Data"
"908","23.899199","23.192.220.16","192.168.2.103","TLSv1.3","1394","Continuation Data"
"909","23.899206","23.192.220.16","192.168.2.103","TLSv1.3","1394","Continuation Data"
"914","23.900524","23.192.220.16","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1553 [ACK] Seq=43064 Ack=1158 Win=64128 Len=1240"
"915","23.900533","23.192.220.16","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1553 [PSH, ACK] Seq=44304 Ack=1158 Win=64128 Len=1240"
"916","23.900537","23.192.220.16","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1553 [ACK] Seq=45544 Ack=1158 Win=64128 Len=1240"
"917","23.900541","23.192.220.16","192.168.2.103","TLSv1.3","1394","Continuation Data"
"919","23.900932","23.192.220.16","192.168.2.103","TCP","1386","[TCP Out-Of-Order] 443  >  1553 [PSH, ACK] Seq=21984 Ack=1127 Win=64128 Len=1240 [TCP PDU reassembled in 945]"
"921","23.903453","23.192.220.16","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1553 [ACK] Seq=23224 Ack=1158 Win=64128 Len=1240 [TCP PDU reassembled in 945]"
"922","23.903465","23.192.220.16","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1553 [ACK] Seq=24464 Ack=1158 Win=64128 Len=1240 [TCP PDU reassembled in 945]"
"923","23.903469","23.192.220.16","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1553 [PSH, ACK] Seq=25704 Ack=1158 Win=64128 Len=1240 [TCP PDU reassembled in 945]"
"924","23.903473","23.192.220.16","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1553 [ACK] Seq=26944 Ack=1158 Win=64128 Len=1240 [TCP PDU reassembled in 945]"
"925","23.903476","23.192.220.16","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1553 [ACK] Seq=28184 Ack=1158 Win=64128 Len=1240 [TCP PDU reassembled in 945]"
"926","23.903480","23.192.220.16","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1553 [PSH, ACK] Seq=29424 Ack=1158 Win=64128 Len=1240 [TCP PDU reassembled in 945]"
"927","23.903483","23.192.220.16","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1553 [ACK] Seq=30664 Ack=1158 Win=64128 Len=1240 [TCP PDU reassembled in 945]"
"928","23.903487","23.192.220.16","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1553 [ACK] Seq=31904 Ack=1158 Win=64128 Len=1240 [TCP PDU reassembled in 945]"
"936","23.903866","192.168.2.103","23.192.220.16","TCP","146","1553  >  443 [ACK] Seq=1158 Ack=33144 Win=66304 Len=0"
"938","23.906445","23.192.220.16","192.168.2.103","TCP","1394","[TCP Spurious Retransmission] 443  >  1553 [ACK] Seq=23224 Ack=1158 Win=64128 Len=1240 [TCP PDU reassembled in 945]"
"939","23.906453","23.192.220.16","192.168.2.103","TCP","1394","[TCP Spurious Retransmission] 443  >  1553 [ACK] Seq=24464 Ack=1158 Win=64128 Len=1240 [TCP PDU reassembled in 945]"
"945","23.909156","23.192.220.16","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1553 [PSH, ACK] Seq=33144 Ack=1158 Win=64128 Len=1240"
"950","23.909379","192.168.2.103","157.240.26.49","TCP","158","1554  >  443 [SYN] Seq=0 Win=64480 Len=0 MSS=1460 WS=256 SACK_PERM"
"953","23.909726","192.168.2.103","157.240.26.49","TCP","158","[TCP Retransmission] 1554  >  443 [SYN] Seq=0 Win=64480 Len=0 MSS=1460 WS=256 SACK_PERM"
"955","23.911493","23.192.220.16","192.168.2.103","TLSv1.3","1394","[TCP Previous segment not captured] , Continuation Data"
"956","23.911501","23.192.220.16","192.168.2.103","TLSv1.3","1394","Continuation Data"
"957","23.911505","23.192.220.16","192.168.2.103","TLSv1.3","1394","Continuation Data"
"958","23.911509","23.192.220.16","192.168.2.103","TLSv1.3","1394","Continuation Data"
"959","23.911512","23.192.220.16","192.168.2.103","TLSv1.3","1394","Continuation Data"
"960","23.911519","23.192.220.16","192.168.2.103","TCP","1394","443  >  1553 [PSH, ACK] Seq=61664 Ack=1158 Win=64128 Len=1240"
"961","23.911523","23.192.220.16","192.168.2.103","TLSv1.3","1394","Continuation Data"
"962","23.911526","23.192.220.16","192.168.2.103","TLSv1.3","1394","Continuation Data"
"963","23.911530","23.192.220.16","192.168.2.103","TLSv1.3","1394","Continuation Data"
"965","23.913906","23.192.220.16","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1553 [ACK] Seq=34384 Ack=1158 Win=64128 Len=1240"
"966","23.913911","23.192.220.16","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1553 [ACK] Seq=35624 Ack=1158 Win=64128 Len=1240"
"967","23.913916","23.192.220.16","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1553 [PSH, ACK] Seq=36864 Ack=1158 Win=64128 Len=1240"
"968","23.913920","23.192.220.16","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1553 [ACK] Seq=38104 Ack=1158 Win=64128 Len=1240"
"974","23.915841","23.192.220.16","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1553 [ACK] Seq=38104 Ack=1158 Win=64128 Len=1240"
"975","23.915846","23.192.220.16","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1553 [ACK] Seq=39344 Ack=1158 Win=64128 Len=1240"
