"No.","Time","Source","Destination","Protocol","Length","Info"
"1948","22.342003","34.36.199.114","192.168.2.103","TCP","166","443  >  1356 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"1949","22.342009","34.36.199.114","192.168.2.103","TCP","166","443  >  1361 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"1950","22.342014","34.36.199.114","192.168.2.103","TCP","166","443  >  1360 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"1951","22.342018","34.36.199.114","192.168.2.103","TCP","166","443  >  1363 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"1952","22.342023","34.36.199.114","192.168.2.103","TCP","166","443  >  1362 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"1953","22.342027","34.36.199.114","192.168.2.103","TCP","166","443  >  1364 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"1954","22.342032","34.36.199.114","192.168.2.103","TCP","166","443  >  1365 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"2015","22.370603","34.36.199.114","192.168.2.103","TCP","154","[TCP Dup ACK 2003#1] 443  >  1363 [ACK] Seq=1 Ack=675 Win=269056 Len=0"
"2016","22.370608","34.36.199.114","192.168.2.103","TCP","154","[TCP Dup ACK 2004#1] 443  >  1360 [ACK] Seq=1 Ack=675 Win=269056 Len=0"
"2017","22.370612","34.36.199.114","192.168.2.103","TCP","154","[TCP Dup ACK 2005#1] 443  >  1362 [ACK] Seq=1 Ack=675 Win=269056 Len=0"
"2021","22.370630","157.240.26.49","192.168.2.103","TCP","1394","443  >  1352 [ACK] Seq=201393 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 2022]"
"2024","22.370644","34.36.199.114","192.168.2.103","TCP","154","443  >  1361 [ACK] Seq=1 Ack=675 Win=269056 Len=0"
"2025","22.370649","34.36.199.114","192.168.2.103","TCP","154","443  >  1364 [ACK] Seq=1 Ack=675 Win=269056 Len=0"
"2026","22.370653","34.36.199.114","192.168.2.103","TCP","154","443  >  1365 [ACK] Seq=1 Ack=675 Win=269056 Len=0"
"2157","22.418722","34.36.199.114","192.168.2.103","TCP","146","443  >  1358 [ACK] Seq=965 Ack=1331 Win=268544 Len=0"
"2201","22.442159","34.36.199.114","192.168.2.103","TCP","146","443  >  1356 [ACK] Seq=1274 Ack=1621 Win=268288 Len=0"
"2259","22.457177","34.36.199.114","192.168.2.103","TCP","146","[TCP Dup ACK 2258#1] 443  >  1364 [ACK] Seq=1166 Ack=1634 Win=268288 Len=0"
"2260","22.457566","34.36.199.114","192.168.2.103","TCP","146","[TCP Dup ACK 2258#2] 443  >  1364 [ACK] Seq=1166 Ack=1634 Win=268288 Len=0"
"2267","22.458644","34.36.199.114","192.168.2.103","TCP","146","[TCP Dup ACK 2258#3] 443  >  1364 [ACK] Seq=1166 Ack=1634 Win=268288 Len=0"
"2272","22.459897","34.36.199.114","192.168.2.103","TCP","154","[TCP Dup ACK 2269#1] 443  >  1365 [ACK] Seq=1166 Ack=1627 Win=268288 Len=0"
"2273","22.459900","34.36.199.114","192.168.2.103","TCP","154","[TCP Dup ACK 2270#1] 443  >  1362 [ACK] Seq=1166 Ack=1636 Win=268288 Len=0"
"2274","22.459903","34.36.199.114","192.168.2.103","TCP","154","[TCP Dup ACK 2271#1] 443  >  1361 [ACK] Seq=1166 Ack=1613 Win=268288 Len=0"
"2372","22.486397","34.36.199.114","192.168.2.103","TCP","146","[TCP Dup ACK 2371#1] 443  >  1365 [ACK] Seq=1367 Ack=1961 Win=268032 Len=0"
"2374","22.487624","34.36.199.114","192.168.2.103","TCP","146","443  >  1358 [ACK] Seq=1568 Ack=2232 Win=267776 Len=0"
"2438","22.507877","34.36.199.114","192.168.2.103","TCP","146","443  >  1362 [ACK] Seq=1552 Ack=2302 Win=267776 Len=0"
"2446","22.513504","34.36.199.114","192.168.2.103","TCP","146","443  >  1357 [ACK] Seq=1861 Ack=2584 Win=267520 Len=0"
"2581","22.551733","192.168.2.103","34.36.199.114","TCP","146","1356  >  443 [FIN, ACK] Seq=2919 Ack=2231 Win=65536 Len=0"
"2751","23.948886","192.168.2.103","157.240.26.35","TCP","146","[TCP Dup ACK 2748#1] 1367  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"2802","23.980178","157.240.26.35","192.168.2.103","TCP","1386","[TCP Out-Of-Order] 443  >  1367 [ACK] Seq=1 Ack=342 Win=66816 Len=1240"
"2868","24.080851","157.240.26.35","192.168.2.103","TCP","1394","443  >  1369 [ACK] Seq=8187 Ack=601 Win=67840 Len=1240 [TCP PDU reassembled in 2874]"
"3131","28.868244","172.217.4.202","192.168.2.103","TCP","1394","443  >  1373 [PSH, ACK] Seq=1241 Ack=344 Win=269568 Len=1240 [TCP PDU reassembled in 3133]"
"3132","28.868258","172.217.4.202","192.168.2.103","TCP","1394","443  >  1373 [ACK] Seq=2481 Ack=344 Win=269568 Len=1240 [TCP PDU reassembled in 3133]"
"3291","32.181769","192.168.2.103","172.217.4.202","TCP","146","[TCP Dup ACK 3288#1] 1373  >  443 [ACK] Seq=4295 Ack=5951 Win=66304 Len=0"
"3304","32.653604","172.217.4.202","192.168.2.103","TCP","146","443  >  1373 [ACK] Seq=5951 Ack=6228 Win=264448 Len=0"
"3385","36.929722","192.168.2.103","172.217.4.202","TCP","146","[TCP Dup ACK 3382#1] 1373  >  443 [ACK] Seq=6228 Ack=6584 Win=65536 Len=0"
"3627","45.584890","172.217.4.202","192.168.2.103","TCP","146","[TCP Dup ACK 3626#1] 443  >  1378 [ACK] Seq=4691 Ack=1003 Win=269056 Len=0"
"3750","46.001424","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=67931 Ack=1003 Win=269056 Len=1240"
"3751","46.001428","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=69171 Ack=1003 Win=269056 Len=1240"
"3752","46.001430","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [PSH, ACK] Seq=70411 Ack=1003 Win=269056 Len=1240"
"3753","46.001432","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=71651 Ack=1003 Win=269056 Len=1240"
"3754","46.001435","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=72891 Ack=1003 Win=269056 Len=1240"
"3755","46.001437","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [PSH, ACK] Seq=74131 Ack=1003 Win=269056 Len=1240"
"3756","46.001439","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=75371 Ack=1003 Win=269056 Len=1240"
"3757","46.001441","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=76611 Ack=1003 Win=269056 Len=1240"
"3758","46.001444","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [PSH, ACK] Seq=77851 Ack=1003 Win=269056 Len=1240"
"3759","46.001542","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=79091 Ack=1003 Win=269056 Len=1240"
"3824","46.014383","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=107611 Ack=1003 Win=269056 Len=1240"
"3875","46.024556","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=143571 Ack=1003 Win=269056 Len=1240"
"3942","46.040992","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=190691 Ack=1003 Win=269056 Len=1240"
"3945","46.043464","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=191931 Ack=1003 Win=269056 Len=1240"
"3946","46.043468","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=193171 Ack=1003 Win=269056 Len=1240"
"3951","46.043491","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [PSH, ACK] Seq=199371 Ack=1003 Win=269056 Len=1240"
"3960","46.045304","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=183251 Ack=1003 Win=269056 Len=1240"
"3961","46.045306","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=184491 Ack=1003 Win=269056 Len=1240"
"3968","46.047284","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=180771 Ack=1003 Win=269056 Len=1240"
"3971","46.047295","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=185731 Ack=1003 Win=269056 Len=1240"
"3972","46.047299","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=186971 Ack=1003 Win=269056 Len=1240"
"3977","46.049511","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [PSH, ACK] Seq=188211 Ack=1003 Win=269056 Len=1240"
"3978","46.049514","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=189451 Ack=1003 Win=269056 Len=1240"
"4002","46.054017","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=209291 Ack=1003 Win=269056 Len=1240"
"4003","46.054021","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=213011 Ack=1003 Win=269056 Len=1240"
"4004","46.054025","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=214251 Ack=1003 Win=269056 Len=1240"
"4005","46.054029","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=215491 Ack=1003 Win=269056 Len=1240"
"4016","46.058271","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [PSH, ACK] Seq=232851 Ack=1003 Win=269056 Len=1240"
"4017","46.058274","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=234091 Ack=1003 Win=269056 Len=1240"
"4018","46.058278","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=235331 Ack=1003 Win=269056 Len=1240"
"4019","46.058282","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=236571 Ack=1003 Win=269056 Len=1240"
"4020","46.058286","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=237811 Ack=1003 Win=269056 Len=1240"
"4021","46.058289","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=239051 Ack=1003 Win=269056 Len=1240"
"4022","46.058295","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=240291 Ack=1003 Win=269056 Len=1240"
"4023","46.058297","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=241531 Ack=1003 Win=269056 Len=1240"
"4031","46.061842","172.217.4.202","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1378 [ACK] Seq=246491 Ack=1003 Win=269056 Len=1240"
"4032","46.061844","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=247731 Ack=1003 Win=269056 Len=1240"
"4033","46.061846","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=248971 Ack=1003 Win=269056 Len=1240"
"4034","46.061849","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=250211 Ack=1003 Win=269056 Len=1240"
"4035","46.061851","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=251451 Ack=1003 Win=269056 Len=1240"
"4036","46.061859","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=252691 Ack=1003 Win=269056 Len=1240"
"4073","46.070582","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=268811 Ack=1003 Win=269056 Len=1240"
"4074","46.070586","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=270051 Ack=1003 Win=269056 Len=1240"
"4075","46.070591","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=271291 Ack=1003 Win=269056 Len=1240"
"4100","46.076664","172.217.4.202","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1378 [ACK] Seq=291131 Ack=1003 Win=269056 Len=1240"
"4101","46.076667","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=292371 Ack=1003 Win=269056 Len=1240"
"4102","46.076669","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=293611 Ack=1003 Win=269056 Len=1240"
"4113","46.080601","172.217.4.202","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1378 [ACK] Seq=301051 Ack=1003 Win=269056 Len=1240"
"4114","46.080605","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=302291 Ack=1003 Win=269056 Len=1240"
"4115","46.080610","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=303531 Ack=1003 Win=269056 Len=1240"
"4116","46.080614","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=304771 Ack=1003 Win=269056 Len=1240"
"4123","46.083295","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [PSH, ACK] Seq=298571 Ack=1003 Win=269056 Len=1240"
"4149","46.089288","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=327091 Ack=1003 Win=269056 Len=1240"
"4150","46.089291","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=328331 Ack=1003 Win=269056 Len=1240"
"4205","46.102304","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=355611 Ack=1003 Win=269056 Len=1240"
"4206","46.102306","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=359331 Ack=1003 Win=269056 Len=1240"
"4207","46.102309","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=360571 Ack=1003 Win=269056 Len=1240"
"4275","46.117835","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=410171 Ack=1003 Win=269056 Len=1240"
"4276","46.117839","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=411411 Ack=1003 Win=269056 Len=1240"
"4278","46.117847","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=413891 Ack=1003 Win=269056 Len=1240"
"4279","46.117850","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=415131 Ack=1003 Win=269056 Len=1240"
"4280","46.117855","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=416371 Ack=1003 Win=269056 Len=1240"
"4295","46.123138","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=405211 Ack=1003 Win=269056 Len=1240"
"4296","46.123142","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=417611 Ack=1003 Win=269056 Len=1240"
"4297","46.123147","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=418851 Ack=1003 Win=269056 Len=1240"
"4303","46.127085","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [PSH, ACK] Seq=420091 Ack=1003 Win=269056 Len=1240"
"4304","46.127090","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=430011 Ack=1003 Win=269056 Len=1240"
"4305","46.127094","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [PSH, ACK] Seq=431251 Ack=1003 Win=269056 Len=1240"
"4306","46.127098","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=432491 Ack=1003 Win=269056 Len=1240"
"4388","46.143559","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=477131 Ack=1003 Win=269056 Len=1240"
"4389","46.143563","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [PSH, ACK] Seq=478371 Ack=1003 Win=269056 Len=1240"
"4390","46.143567","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=479611 Ack=1003 Win=269056 Len=1240"
"4391","46.143571","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [PSH, ACK] Seq=480851 Ack=1003 Win=269056 Len=1240"
"4392","46.143575","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=482091 Ack=1003 Win=269056 Len=1240"
"4393","46.143579","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [PSH, ACK] Seq=483331 Ack=1003 Win=269056 Len=1240"
"4441","46.154160","192.168.2.103","172.217.4.202","TCP","146","[TCP Dup ACK 4430#1] 1378  >  443 [ACK] Seq=1003 Ack=505651 Win=131328 Len=0"
"4445","46.155907","172.217.4.202","192.168.2.103","TCP","1394","[TCP Out-Of-Order] 443  >  1378 [ACK] Seq=508131 Ack=1003 Win=269056 Len=1240 [TCP PDU reassembled in 4518]"
"4480","46.165349","172.217.4.202","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1378 [ACK] Seq=540371 Ack=1003 Win=269056 Len=1240 [TCP PDU reassembled in 4518]"
"4481","46.165351","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=541611 Ack=1003 Win=269056 Len=1240 [TCP PDU reassembled in 4518]"
"4482","46.165354","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [PSH, ACK] Seq=542851 Ack=1003 Win=269056 Len=1240 [TCP PDU reassembled in 4518]"
"4483","46.165356","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=544091 Ack=1003 Win=269056 Len=1240 [TCP PDU reassembled in 4518]"
"4484","46.165358","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [ACK] Seq=545331 Ack=1003 Win=269056 Len=1240 [TCP PDU reassembled in 4518]"
"4485","46.165361","172.217.4.202","192.168.2.103","TCP","1394","443  >  1378 [PSH, ACK] Seq=546571 Ack=1003 Win=269056 Len=1240 [TCP PDU reassembled in 4518]"
